Timestamp (ms),X,Y,Z
296348016.0,4.96,-48.05,-20.03
296349996.0,-15.78,-1.69,42.07
296351977.0,7.4,-7.05,19.86
296353957.0,-17.97,-32.06,60.73
296355937.0,-1.02,-7.79,3.64
296357917.0,-47.74,24.91,16.57
296359897.0,-57.75,9.78,80.86
296361878.0,-42.86,52.73,-83.47
296363858.0,17.04,12.59,50.24
296365838.0,5.08,7.59,99.65
296367818.0,-11.87,15.88,-29.91
296369798.0,-22.12,-8.88,21.33
296371779.0,16.31,-19.01,117.1
296373759.0,43.03,-13.03,-6.37
296375739.0,22.77,-23.89,-14.54
296377719.0,14.6,-45.97,25.6
296379699.0,12.4,-10.1,61.71
296381680.0,-8.95,-39.63,64.52
296383660.0,-17.24,-38.53,-33.82
296385640.0,-8.7,-22.3,-15.15
296387620.0,6.91,3.19,72.45
296389600.0,-19.07,-11.69,18.52
296391581.0,-67.38,4.54,21.45
296393561.0,-26.64,21.25,54.02
296395541.0,-20.17,48.58,-21.25
296397521.0,27.53,-22.91,16.33
296399502.0,-11.26,9.9,48.53
296401482.0,2.28,21.98,85.87
296403462.0,-30.17,-5.83,38.65
296405442.0,34.49,-39.26,-46.99
296407422.0,16.92,-9.49,9.01
296409403.0,25.46,-26.45,109.05
296411383.0,-6.14,-42.92,55.61
296413363.0,7.89,-41.46,-47.36
296415343.0,-13.34,-7.3,58.78
296417323.0,-26.03,-5.59,-3.44
296419304.0,-21.39,-24.38,80.13
296421284.0,3.01,-6.32,40.12
296423264.0,-35.05,17.83,-20.27
296425244.0,-54.7,15.76,63.78
296427224.0,-28.1,45.41,-13.69
296429205.0,15.82,2.22,35.85
296431185.0,3.62,17.83,54.63
296433165.0,-27.98,21.62,-3.19
296435145.0,-22.73,-8.03,24.87
296437125.0,25.46,-25.6,98.31
296439106.0,40.59,-5.71,52.32
296441086.0,15.45,-13.76,-63.95
296443066.0,-0.41,-43.53,26.82
296445046.0,19.24,-7.3,95.38
296447027.0,-0.41,-30.72,24.99
296449007.0,-6.38,-34.5,-14.05
296450987.0,-1.99,-15.84,-13.32
296452967.0,9.96,13.08,42.8
296454947.0,-35.79,-12.06,43.78
296456928.0,-73.48,12.95,2.42
296458908.0,-23.59,34.43,22.55
296460888.0,1.55,53.21,24.87
296462868.0,7.52,-18.77,13.89
296464848.0,-18.71,15.52,33.65
296466829.0,-23.59,15.52,70.01
296468809.0,-15.41,6.85,35.48
296470789.0,42.05,-56.1,-35.4
296472769.0,40.34,-5.47,31.45
296474749.0,31.68,-10.71,100.99
