Timestamp (ms),X,Y,Z
472699393.0,-161.69,-165.65,-135.32
472701373.0,65.47,-128.08,67.08
472703353.0,6.43,-13.28,-109.46
472705334.0,38.15,-17.55,-1.49
472707314.0,8.99,71.15,117.59
472709294.0,3.74,10.88,198.84
472711274.0,101.95,147.52,157.24
472713254.0,-72.14,-50.73,-213.52
472715235.0,10.09,-109.78,197.86
472717215.0,-141.07,-258.62,-91.89
472719195.0,-32.13,-121.49,-30.64
472721175.0,-24.32,54.07,-173.02
472723155.0,18.87,79.44,179.44
472725136.0,115.01,285.62,-187.78
472727116.0,8.13,174.24,-265.98
472729096.0,7.89,152.52,261.06
472731076.0,-50.06,-13.89,-128.98
472733056.0,-10.9,-56.1,130.15
472735037.0,91.34,-109.05,106.73
472737017.0,0.33,-174.68,-15.64
472738997.0,73.53,-24.5,98.43
472740977.0,-48.96,-60.98,-51.14
472742957.0,53.64,170.58,40.12
472744938.0,-58.6,20.52,-157.65
472746918.0,44.49,-1.2,295.83
472748898.0,-26.15,-3.03,-97.74
472750878.0,4.72,-122.47,101.97
472752859.0,-27.98,-78.18,190.79
472754839.0,-66.9,-137.84,-46.75
472756819.0,27.53,112.51,-15.15
472758799.0,-111.91,46.87,-198.52
472760779.0,104.76,88.47,162.48
472762760.0,-10.78,64.44,-232.8
472764740.0,100.37,40.04,327.79
472766720.0,17.65,79.93,215.43
472768700.0,-35.54,-68.54,4.13
472770680.0,95.85,-89.53,133.2
472772661.0,-104.23,-255.93,71.59
472774641.0,-44.94,-47.07,175.17
472776621.0,-153.64,-94.41,-341.62
472778601.0,76.82,86.15,121.61
472780581.0,66.82,165.45,-144.47
472782562.0,-4.55,65.17,222.14
472784542.0,25.09,98.48,213.6
472786522.0,-101.91,-61.34,-186.19
472788502.0,15.45,50.29,318.15
472790482.0,-153.03,-151.62,-47.48
472792463.0,64.01,-89.77,-0.63
472794443.0,-29.81,-7.42,-272.2
472796423.0,52.3,-4.37,184.69
472798403.0,-13.09,60.9,205.67
472800384.0,-29.2,27.47,94.89
472802364.0,94.02,137.88,-62.73
472804344.0,-35.54,-61.34,-73.83
472806324.0,16.19,-128.32,225.92
472808304.0,-129.6,-255.57,-71.03
472810285.0,-23.71,-105.39,-3.44
472812265.0,19.85,42.48,-214.13
472814245.0,-11.63,88.35,74.15
472816225.0,131.11,281.23,-16.37
472818205.0,-0.89,153.62,-307.83
472820186.0,34.0,144.59,297.41
472822166.0,-91.42,-27.79,-87.5
472824146.0,3.13,-105.14,193.23
472826126.0,50.35,-145.28,-23.93
472828106.0,25.46,-194.45,64.88
472830087.0,57.67,-52.68,165.65
472832067.0,-66.29,-64.39,-50.41
472834047.0,75.23,178.02,-3.56
472836027.0,-91.91,59.56,-220.35
472838007.0,86.21,21.49,328.52
472839988.0,-24.44,-6.08,-158.26
472841968.0,35.46,-96.11,271.31
472843948.0,-55.06,-53.54,32.43
472845928.0,-70.92,-100.63,-63.71
472847909.0,20.94,105.92,-51.75
472849889.0,-149.12,51.38,-92.01
472851869.0,41.56,93.47,10.71
472853849.0,-28.22,58.83,-207.67
472855829.0,103.66,47.6,318.89
472857810.0,13.14,20.76,117.1
472859790.0,48.15,-63.42,110.14
472861770.0,91.09,-122.71,111.61
472863750.0,-98.62,-288.75,19.25
472865730.0,-61.16,-17.79,91.97
472867711.0,-71.04,-78.55,-102.01
472869691.0,93.78,102.87,-24.79
472871671.0,-4.31,194.86,-160.33
472873651.0,10.21,91.28,350.48
472875631.0,-63.24,81.15,202.13
472877612.0,-76.9,-20.47,-178.87
472879592.0,10.7,53.7,189.81
472881572.0,-160.96,-129.79,37.55
472883552.0,58.64,-129.79,76.59
472885532.0,-65.55,-49.27,-226.94
472887513.0,108.78,20.52,51.71
472889493.0,15.21,97.38,86.6
472891473.0,10.82,2.34,121.49
472893453.0,93.05,103.11,94.28
472895433.0,-39.2,-57.2,-209.13
472897414.0,-21.51,-118.56,261.42
472899394.0,-96.54,-238.37,-18.81
472901374.0,-36.03,-85.74,-13.69
472903354.0,16.06,54.56,-276.35
472905335.0,-13.58,92.5,173.95
472907315.0,61.69,199.13,-14.66
472909295.0,48.39,76.27,-88.23
472911275.0,56.93,199.61,242.76
472913255.0,-71.17,-14.98,-142.52
472915236.0,-7.24,-117.34,182.0
472917216.0,-21.76,-176.63,39.51
472919196.0,67.91,-217.99,62.56
472921176.0,-3.58,-26.33,72.08
472923156.0,-65.43,-42.92,2.42
472925137.0,37.78,205.47,-28.81
472927117.0,-104.59,117.51,-298.68
472929097.0,61.81,30.52,374.4
472931077.0,-45.67,-40.36,-114.46
472933057.0,23.99,-73.79,195.06
472935038.0,6.18,-9.01,-136.05
472937018.0,-15.9,-104.17,57.32
472938998.0,40.34,44.67,8.15
472940978.0,-151.32,-5.22,-200.35
472942958.0,52.18,149.59,48.9
472944939.0,-40.42,6.0,-287.45
472946919.0,110.49,-13.64,405.02
472948899.0,40.83,13.2,136.37
472950879.0,58.64,-114.9,116.0
472952860.0,42.29,-111.0,-1.61
472954840.0,-64.58,-276.31,174.44
472956820.0,-36.52,1.49,91.6
472958800.0,-135.46,-34.38,-259.03
472960780.0,119.89,55.17,218.85
472962761.0,17.16,172.29,-101.77
472964741.0,66.45,44.55,169.19
472966721.0,-49.21,116.53,151.01
472968701.0,-52.5,-10.47,11.45
